행정구역명,학원-교습소,학원지정번호,학원명,도로명주소,도로명상세주소,분야명,교습계열명,교습과정목록명,교습과정명,정원합계,일시수용능력인원합계,인당수강료내용,수강료공개여부,기숙사학원여부,도로명우편번호,등록상태명,등록일자,개설일자,적재일시
동작구,교습소,3000024469,하이수학교습소,서울특별시 동작구 여의대방로 56-7,/ 2층 (신대방동/ 삼광빌딩),입시.검정 및 보습,보통교과,중등수학,보습,10,5,중등수학:280000/ 고등수학:340000,Y,N,156851,개원,2015-10-26,2015-10-26,2021-10-17
동작구,교습소,3000024475,올수학교습소,서울특별시 동작구 장승배기로 38,/ 2층 (상도동),입시.검정 및 보습,보통교과,초등1-5수학,보습,35,7,초등1-5수학:230000/ 초등6수학:250000/ 중등1-2수학:270000/ 중3수학:300000/ 고1-3수학:350000,Y,N,156838,개원,2015-10-28,2015-10-28,2021-10-31
동작구,학원,3000024535,이쌤수학과학학원,서울특별시 동작구 상도로 54,/ 2층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,432,72,,Y,N,156811,개원,2015-11-11,2015-11-11,2021-10-17
동작구,학원,3000024536,써니사이드학원,서울특별시 동작구 상도로 325,/ 2층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,100,74,,Y,N,156880,개원,2015-11-11,2015-11-11,2021-10-17
동작구,교습소,3000024575,서선생초등수학교습소,서울특별시 동작구 사당로17길 85,/ 2층 (사당동),입시.검정 및 보습,보통교과,초등수학,보습,18,6,초등수학:150000/ 초등심화수학:70000/ 중등수학:230000,Y,N,156820,개원,2015-11-09,2015-11-09,2021-10-17
동작구,교습소,3000024591,한진희영어교습소,서울특별시 동작구 만양로 26,/ 306호 (상도동),입시.검정 및 보습,보통교과,영어(고등),보습,14,7,,Y,N,6918,개원,2015-11-11,2015-11-11,2021-10-17
동작구,교습소,3000024593,비엔나음악교습소,서울특별시 동작구 사당로2가길 102,/ 213호 (사당동/ 사당 자이 아파트),예능(대),예능(중),기초 피아노,음악,12,4,,Y,N,7028,개원,2015-11-10,2015-11-10,2021-10-17
동작구,학원,3000024604,한솔플러스학원,서울특별시 동작구 사당로12길 2,/ 3층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,72,72,,Y,N,7009,개원,2015-11-19,2015-11-19,2021-10-17
동작구,학원,3000024605,메타매스학원,서울특별시 동작구 상도로53길 47,/ 3층 (상도1동/ 동인할인마트),입시.검정 및 보습,보통교과,보습·논술/,보습·논술,72,71,,Y,N,6971,개원,2015-11-19,2015-11-19,2021-10-17
동작구,학원,3000024727,이투수학학원,서울특별시 동작구 상도로 40,/ 3층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,54,90,,Y,N,7055,개원,2015-12-01,2015-12-01,2021-10-17
동작구,학원,3000024732,메가트랜디독서실,서울특별시 동작구 장승배기로30길 6-5,/ 2~4층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),2300,230,,Y,N,6922,개원,2015-11-30,2015-11-30,2021-11-14
동작구,교습소,3000024733,열린공간미술교습소,서울특별시 동작구 여의대방로 86,/ 3층 (신대방동),예능(대),예능(중),미술초급1,미술,45,9,,Y,N,7063,개원,2015-11-27,2015-11-27,2021-10-17
동작구,학원,3000024737,창의보습학원,서울특별시 동작구 사당로30길 64,/ 1층일부/3층일부 (사당동),입시.검정 및 보습,보통교과,,보습·논술,0,0,,Y,N,7014,개원,2015-12-01,2015-12-01,2021-10-17
동작구,학원,3000024788,앰플스터디학원,서울특별시 동작구 여의대방로 82,/ 2~3층 (신대방동),입시.검정 및 보습,보통교과,보습/,보습,84,129,,Y,N,7063,개원,2015-12-07,2015-12-07,2021-10-17
동작구,교습소,3000024829,기네스기타교습소,서울특별시 동작구 상도로 376,/ 4층 (상도동),예능(대),예능(중),,음악,6,6,,Y,N,7040,개원,2015-12-09,2015-12-09,2021-10-17
동작구,교습소,3000024864,생각날개수학교습소,서울특별시 동작구 만양로 26,/ 305호 (상도동),입시.검정 및 보습,보통교과,초등A,보습,42,7,초등A:180000/ 초등B:210000/ 중등A:230000/ 중등B:240000/ 중등C:250000/ 중등보충:11000,Y,N,6918,개원,2015-12-07,2015-12-07,2021-10-17
동작구,교습소,3000025041,피엠티개념수학교습소,서울특별시 동작구 만양로 26,/ 117호 (상도동),입시.검정 및 보습,보통교과,초등수학,보습,4,2,초등수학:100000/ 중등수학:100000,Y,N,6918,개원,2015-12-30,2015-12-30,2021-10-17
동작구,교습소,3000025042,중등지안수학교습소,서울특별시 동작구 서달로 91,/ B107호일부 (흑석동),입시.검정 및 보습,보통교과,중등 수학1,보습,50,5,중등 수학1:100000/ 중등 수학2:120000/ 중등 수학3:150000/ 중등 수학4:180000/ 중등 수학5:200000/ 중등 수학6:220000/ 중등 수학7:240000/ 중등 수학8:260000/ 중등 수학9:320000/ 고등 수학:150000,Y,N,6975,개원,2015-12-31,2015-12-31,2021-10-17
동작구,학원,3000025152,공단기10관고시학원,서울특별시 동작구 노량진로 116,/ 4층 (노량진동),인문사회(대),인문사회(중),성인고시/,성인고시,51900,262,,Y,N,6928,개원,2016-01-14,2016-01-14,2021-10-17
동작구,학원,3000025153,법검단기3관고시학원,서울특별시 동작구 노량진로 116,/ 3층 (노량진동),인문사회(대),인문사회(중),성인고시/,성인고시,5500,172,,Y,N,6928,개원,2016-01-14,2016-01-14,2021-10-17
동작구,교습소,3000025155,최상위수학교습소,서울특별시 동작구 동작대로29길 110,/ 신동아아파트상가4단지 213호 및 214호 (사당동/ 신동아아파트),입시.검정 및 보습,보통교과,초등수학,보습,18,6,,Y,N,6998,개원,2016-01-13,2016-01-13,2021-10-17
동작구,교습소,3000025188,셀파우등생수학교습소,서울특별시 동작구 여의대방로 30,/ A동 308호 (신대방동/ 현대상가),입시.검정 및 보습,보통교과,초등수학1~3학년,보습,8,4,,Y,N,7064,개원,2016-01-11,2016-01-11,2021-10-17
동작구,교습소,3000025189,신동아실용음악교습소,서울특별시 동작구 만양로 19,/ 207호 (노량진동),예능(대),예능(중),기타,음악,15,3,,Y,N,6920,개원,2016-01-14,2016-01-14,2021-10-17
동작구,학원,3000025201,뉴올리브수학학원,서울특별시 동작구 사당로16길 47,/ 3층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,72,75,,Y,N,7011,개원,2016-01-19,2016-01-19,2021-10-17
동작구,학원,3000025202,이음미술학원,서울특별시 동작구 현충로 100,/ 3층 (흑석동),예능(대),예능(중),,미술,1539,81,,Y,N,6979,개원,2016-01-19,2016-01-19,2021-10-17
동작구,교습소,3000025301,해법수학보라매한성점수학교습소,서울특별시 동작구 여의대방로10길 13,/ 한성아파트상가동 106호 (신대방동/ 한성아파트),입시.검정 및 보습,보통교과,초1수학,보습,45,5,,Y,N,7063,개원,2016-01-29,2016-01-29,2021-10-17
동작구,학원,3000025326,힛츠댄스학원,서울특별시 동작구 동작대로29길 91,/ 3층(304호) (사당동/ 사당우성아파트),기예(대),기예(중),,댄스,392,49,,Y,N,6999,개원,2016-02-04,2016-02-04,2021-10-17
동작구,교습소,3000025331,피카소와빨강크레용미술교습소,서울특별시 동작구 장승배기로4길 9,/ 203호 (상도동/ 상도 더샵아파트),예능(대),예능(중),초등미술A,미술,32,8,초등미술A:90000/ 초등미술B:120000/ 초등미술C:150000/ 초등미술D:180000,Y,N,6966,개원,2016-02-03,2016-02-03,2021-10-17
동작구,교습소,3000025428,흑석삼성영어교습소,서울특별시 동작구 흑석한강로 2,/ 304호 좌측 (흑석동),입시.검정 및 보습,보통교과,프리1,보습,77,7,프리1:170000/ 프리2:170000/ 베이직1:180000/ 베이직2:200000/ 인터1:190000/ 인터2:210000/ 어드1:200000/ 어드2:220000/ prep31-1:220000/ prep31-2:230000/ 영어(형제할인):160000,Y,N,6979,개원,2016-02-16,2016-02-16,2021-10-17
동작구,교습소,3000025439,동작유니팝미술교습소,서울특별시 동작구 상도로 346-1,/ 203호 (상도동/ 상도 엠코타운 센트럴파크),예능(대),예능(중),기초1,음악,36,6,,Y,N,7039,개원,2016-02-11,2016-02-11,2021-10-17
동작구,교습소,3000025460,참수학교습소,서울특별시 동작구 흑석한강로 2,/ 303호 일부,입시.검정 및 보습,보통교과,초등수학1,보습,90,6,,Y,N,6979,개원,2016-02-22,2016-02-22,2021-10-17
동작구,학원,3000025475,아벨수학학원,서울특별시 동작구 사당로16길 27,/ 2층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,210,70,,Y,N,7011,개원,2016-02-25,2016-02-25,2021-10-17
동작구,학원,3000025493,심현수학원,서울특별시 동작구 여의대방로 88,/ 2~3층 (신대방동),입시.검정 및 보습,보통교과,보습/,보습,420,70,,Y,N,7063,개원,2016-02-26,2016-02-26,2021-10-17
동작구,교습소,3000025521,뮤엠영어상도리버파크영어교습소,서울특별시 동작구 만양로 19,/ 206호 (노량진동),입시.검정 및 보습,보통교과,,보습,18,9,,Y,N,6920,개원,2016-03-02,2016-03-02,2021-10-17
동작구,학원,3000025589,더크는주니어학원,서울특별시 동작구 장승배기로 7,/ 4층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,216,86,,Y,N,7047,개원,2016-03-09,2016-03-09,2021-10-17
동작구,교습소,3000025603,장미미술교습소,서울특별시 동작구 성대로 69,/ 2층 (상도동),예능(대),예능(중),미술1,미술,45,9,미술1:50000/ 미술2:100000/ 미술3:130000/ 미술4:160000/ 미술5:180000,Y,N,6960,개원,2016-03-04,2016-03-04,2021-10-17
동작구,교습소,3000025604,뮤엠영어상도더샵영어교습소,서울특별시 동작구 장승배기로4길 9,/ 204동 (상도동/ 상도 더샵아파트),입시.검정 및 보습,보통교과,초등영어a,보습,75,9,초등영어a:175000/ 초등영어b:180000/ 초등영어c:185000/ 초등영어d:190000/ 초등영어e:195000/ 초등영어f:200000/ 초등영어g:205000/ 초등영어h:210000/ 초등영어i:215000/ 초등영어j:220000/ 초등영어k:225000/ 초등영어l:230000/ 초등영어m:235000/ 초등영어n:240000/ 초등영어o:245000/ 초등영어p:250000/ 초등영어q:255000/ 초등영어r:260000/ 초등영어s:265000/ 초등영어t:270000/ 초등영어u:275000/ 초등영어v:280000/ 중등영어m1:230000/ 중등영어m2:270000/ 중등영어m3:185000,Y,N,6966,개원,2016-03-04,2016-03-04,2021-10-17
동작구,교습소,3000025649,사고력생각수학교습소,서울특별시 동작구 여의대방로 90,/ 3층 (신대방동),입시.검정 및 보습,보통교과,초등수학,보습,5,5,,Y,N,7063,개원,2016-03-15,2016-03-15,2021-10-17
동작구,교습소,3000025676,이화예인피아노교습소,서울특별시 동작구 여의대방로 80,/ 2층 (신대방동),예능(대),예능(중),피아노초급,음악,25,5,,Y,N,7063,개원,2016-03-15,2016-03-15,2021-10-17
동작구,교습소,3000025783,강한멘토수학교습소,서울특별시 동작구 상도로 240,/ 2층 (상도동),입시.검정 및 보습,보통교과,초등 주 2회,보습,30,3,초등 주 2회:160000/ 초등 심화 주 3회:250000/ 중등 주 3회:300000/ 중등 심화 주 3회:350000/ 고A 주 3회:310000/ 고B 주 3회:330000/ 고 심화 주 3회:350000/  고 집중 주 3회:400000/ 고등 특강:120000/ 중등 특강:110000,Y,N,6964,개원,2016-03-23,2016-03-23,2021-10-17
동작구,교습소,3000025925,홍익아뜰리에미술교습소,서울특별시 동작구 만양로 26,/ 상가동 304호 일부 (상도동/ 건영아파트),예능(대),예능(중),초중등미술,미술,6,6,초중등미술:100000,Y,N,6918,개원,2016-04-11,2016-04-11,2021-10-17
동작구,학원,3000025942,키움스피치면접학원,서울특별시 동작구 장승배기로 164,/ 2층 (노량진동/ 원남빌딩),기예(대),기예(중),화술/,화술,83,49,,Y,N,6924,개원,2016-04-19,2016-04-19,2021-10-17
동작구,교습소,3000026096,매스매티카수학교습소,서울특별시 동작구 사당로2차길 27,/ 1층 우측 (사당동),입시.검정 및 보습,보통교과,초등수학,보습,36,6,초등수학:250000/ 중등수학1:270000/ 중등수학2:330000/ 중등수학3:370000/ 중등수학4:410000/ 고등수학a:450000,Y,N,7030,개원,2016-05-16,2016-05-16,2021-10-17
동작구,교습소,3000026099,아이비영어교습소,서울특별시 동작구 만양로 26,/ 상가 201호일부 (상도동/ 건영아파트),입시.검정 및 보습,보통교과,초등,보습,10,5,,Y,N,6918,개원,2016-05-13,2016-05-13,2021-10-17
동작구,교습소,3000026330,인트영어교습소,서울특별시 동작구 여의대방로10길 59,/ 303호 (신대방동/ 보라매파크빌아파트),입시.검정 및 보습,보통교과,초등1/2,보습,12,3,,Y,N,7063,개원,2016-05-30,2016-05-30,2021-10-17
동작구,학원,3000026351,나무스터디독서실,서울특별시 동작구 만양로14나길 7,/ 1~6층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),710,140,,Y,N,6913,개원,2016-06-13,2016-06-13,2021-10-17
동작구,학원,3000026361,전형필국어학원,서울특별시 동작구 대방동15가길 23,/ 202호 (대방동/ 한성빌딩),입시.검정 및 보습,보통교과,,보습,492,82,,Y,N,6945,개원,2016-06-17,2016-06-17,2021-10-17
동작구,학원,3000026413,포스영수학원,서울특별시 동작구 양녕로30길 4,/ 4층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,72,74,,Y,N,7035,개원,2016-06-21,2016-06-21,2021-10-17
동작구,학원,3000026489,인앤지수학학원,서울특별시 동작구 상도로 26-1,/ 501호(5층) (대방동),입시.검정 및 보습,보통교과,보습/,보습,86,74,,Y,N,7055,개원,2016-06-30,2016-06-30,2021-10-17
동작구,학원,3000026618,대방웰이스턴영어학원,서울특별시 동작구 상도로 49,/ 2층 우측 (대방동),입시.검정 및 보습,보통교과,보습/,보습,48,75,,Y,N,6954,개원,2016-07-11,2016-07-11,2021-10-17
동작구,학원,3000026628,마니스터디독서실,서울특별시 동작구 만양로18길 19,/ 3~5층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),100,50,,Y,N,6913,개원,2016-07-19,2016-07-20,2021-10-17
동작구,교습소,3000026633,별이앤재즈피아노교습소,서울특별시 동작구 동작대로9길 45,/ 1층 (사당동),예능(대),예능(중),초중고실용피아노취미,음악,10,5,초중고실용피아노취미:200000/ 초중고실용피아노입시:260000,Y,N,7015,개원,2016-07-14,2016-07-14,2021-10-17
동작구,학원,3000026639,현민수학학원,서울특별시 동작구 상도로 346,/ 5층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,300,90,,Y,N,7033,개원,2016-07-20,2016-07-20,2021-10-17
동작구,교습소,3000026780,클라비어음악교습소,서울특별시 동작구 사당로17길 87,/ 2층 (사당동),예능(대),예능(중),피아노(바이엘),음악,37,8,피아노(바이엘):130000/ 피아노(체르니100):140000/ 피아노(체르니30):150000/ 피아노(체르니40):160000/ 바이올린:72000,Y,N,7003,개원,2016-08-01,2016-08-01,2021-10-17
동작구,학원,3000026823,제일독서실,서울특별시 동작구 노량진로14길 33,/ 1층 2층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),688,172,,Y,N,6923,개원,2016-08-09,2016-08-09,2021-10-17
동작구,학원,3000026867,에이씨티36원격학원,서울특별시 동작구 노량진로 100,/ 지하1층 일부 (노량진동),입시.검정 및 보습,보통교과,보습/,보습,3600,0,,Y,N,6928,개원,2016-08-09,2016-08-09,2021-10-17
동작구,교습소,3000026870,와이앤케이생각풀이수학교습소,서울특별시 동작구 장승배기로 10-1,/ 2층 (상도동),입시.검정 및 보습,보통교과,초등수학,보습,20,5,,Y,N,6967,개원,2016-08-08,2016-08-08,2021-10-17
동작구,학원,3000026946,세이지잉글리쉬영어학원,서울특별시 동작구 상도로53길 13,/ 601호 (상도동),입시.검정 및 보습,보통교과,보습/,보습,56,70,,Y,N,6971,개원,2016-08-25,2016-08-25,2021-10-17
동작구,교습소,3000027038,김쌤영어교습소,서울특별시 동작구 여의대방로 30,/ 216호 (신대방동),입시.검정 및 보습,보통교과,초등영어,보습,9,3,초등영어:200000/ 중등영어:300000/ 고등영어:350000,Y,N,7064,개원,2016-08-31,2016-08-31,2021-10-17
동작구,학원,3000027062,윌비스공무원학원,서울특별시 동작구 노량진로 196,/ 10층,인문사회(대),인문사회(중),성인고시/,성인고시,489,163,,Y,N,6913,개원,2016-09-01,2016-09-01,2021-10-17
동작구,학원,3000027080,윌비스교원임용고시학원,서울특별시 동작구 노량진로 202,/ 4층일부/ 6층일부 (노량진동),인문사회(대),인문사회(중),성인고시/,성인고시,11700,348,,Y,N,6915,개원,2016-09-13,2016-09-20,2021-10-17
동작구,학원,3000027112,동작정상어학원,서울특별시 동작구 상도로 242,/ 2~3층 (상도동),국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),120,197,,Y,N,6964,개원,2016-09-21,2016-09-21,2021-10-24
동작구,학원,3000027300,어썸팩토리사당플레이스독서실,서울특별시 동작구 사당로 215,/ 702-2호 및 703호 (사당동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),1900,100,,Y,N,7004,개원,2016-10-20,2016-10-20,2021-10-17
동작구,교습소,3000027466,꿈땅미술교습소,서울특별시 동작구 여의대방로 250,/ 308호 (대방동/ 대림아파트상가동),예능(대),예능(중),미술1,미술,15,5,,Y,N,6943,개원,2016-11-02,2016-11-02,2021-10-17
동작구,학원,3000027549,신서연수학학원,서울특별시 동작구 여의대방로36길 30,/ 3층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,63,71,,Y,N,6946,개원,2016-11-15,2016-11-15,2021-10-17
동작구,학원,3000027565,고등관에스이엠영어학원,서울특별시 동작구 상도로 26-1,/ 4층 (대방동),입시.검정 및 보습,보통교과,보습/,보습,77,77,,Y,N,7055,개원,2016-11-14,2016-11-14,2021-10-17
동작구,교습소,3000027615,영어세상영어교습소,서울특별시 동작구 사당로26길 63,/ 103호 (사당동),입시.검정 및 보습,보통교과,초등영어,보습,10,4,,Y,N,7014,개원,2016-11-22,2016-11-22,2021-10-17
동작구,학원,3000027634,이투스상도2동점수학학원,서울특별시 동작구 상도로 214,/ 5층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,810,88,,Y,N,6964,개원,2016-11-29,2016-11-29,2021-10-17
동작구,교습소,3000027661,정석이아이디수학교습소,서울특별시 동작구 매봉로 134,/ 203호 (본동/ 신동아아파트상가),입시.검정 및 보습,보통교과,초등수학,보습,27,9,,Y,N,6906,개원,2016-12-05,2016-12-05,2021-10-17
동작구,학원,3000027691,박문각임용실기음악학원,서울특별시 동작구 노량진로 152,/ 4~5층 (노량진동),종합(대),,국악/실용음악(성악)/,국악,97,100,,Y,N,6922,개원,2016-12-08,2016-12-08,2021-10-17
동작구,교습소,3000027828,상도엠코점뮤엠영어교습소,서울특별시 동작구 상도로 346-1,/ 110호 (상도동/ 상도 엠코타운 센트럴파크 상가3동),입시.검정 및 보습,보통교과,초등영어A,보습,40,5,,Y,N,7039,개원,2016-12-19,2016-12-19,2021-10-17
동작구,학원,3000027829,합격영광독서실,서울특별시 동작구 만양로14아길 8-6,/ 지1층 (노량진동),독서실,독서실(중),독서실(일반인)/,독서실(일반인),385,77,,Y,N,6915,개원,2016-12-20,2016-12-20,2021-10-17
동작구,교습소,3000027836,해오름논술교습소,서울특별시 동작구 만양로 26,/ 307호 (상도동/ 건영아파트상가동),입시.검정 및 보습,보통교과,초등논술,보습·논술,15,5,,Y,N,6918,개원,2016-12-19,2016-12-19,2021-10-17
동작구,교습소,3000027838,강유진의강한영어교습소,서울특별시 동작구 여의대방로 30,/ 206호 112동 A동 (신대방동),입시.검정 및 보습,보통교과,중등영어,보습,25,5,,Y,N,7064,개원,2016-12-13,2016-12-13,2021-10-17
동작구,학원,3000027923,코딩플러스학원,서울특별시 동작구 상도로 219,/ 5층 좌측 (상도동),기타(대),기타(중),컴퓨터(소)/,컴퓨터(소),128,52,,Y,N,6921,개원,2016-12-26,2016-12-26,2021-10-17
동작구,학원,3000027925,홍수학보습학원,서울특별시 동작구 만양로2길 2,/ 4층 (상도동),입시.검정 및 보습,보통교과,보습/,보습,1775,71,,Y,N,6919,개원,2016-12-29,2016-12-29,2021-10-17
동작구,교습소,3000027949,수학엔스터디수학교습소,서울특별시 동작구 흑석로 120,/ 2층 (흑석동),입시.검정 및 보습,보통교과,초등,보습,27,9,,Y,N,6972,개원,2016-12-30,2016-12-30,2021-10-17
동작구,학원,3000028131,조이스터디원격학원,서울특별시 동작구 사당로 279,/ 501호 (사당동),국제화,외국어,실용외국어(유아/초·중·고)/,실용외국어(유아/초·중·고),0,0,,Y,N,7006,개원,2017-01-20,2017-01-20,2021-10-17
동작구,학원,3000028133,미용고수학원,서울특별시 동작구 사당로17길 8,/ 401-2호/ 404-1호 (사당동),직업기술,산업응용기술,이·미용/,이·미용,800,120,,Y,N,7005,개원,2017-01-20,2017-01-20,2021-10-17
동작구,학원,3000028183,스카이리딩학원,서울특별시 동작구 사당로23길 175,/ 2~3층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,456,76,,Y,N,6989,개원,2017-01-23,2017-01-23,2021-10-17
동작구,교습소,3000028242,스카이수학교습소,서울특별시 동작구 만양로 19,/ 205호 (노량진동/ 신동아리버파크),입시.검정 및 보습,보통교과,초등수학,보습,25,5,,Y,N,6920,개원,2017-02-06,2017-02-06,2021-10-17
동작구,학원,3000028351,이화에스발레아카데미학원,서울특별시 동작구 현충로 118,/ 2층 (흑석동),예능(대),예능(중),무용/,무용,288,48,,Y,N,6979,개원,2017-02-20,2017-02-20,2021-10-17
동작구,학원,3000028359,어썸팩토리상도플레이스상도점독서실,서울특별시 동작구 상도로 294,/ 3~4층 (상도1동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),4992,104,,Y,N,7032,개원,2017-02-21,2017-02-21,2021-10-24
동작구,학원,3000028360,코코보라매독서실,서울특별시 동작구 상도로 8,/ 4층 일부 (대방동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),2700,90,,Y,N,7055,개원,2017-02-10,2017-02-10,2021-10-17
동작구,교습소,3000028362,한지연의국어이야기국어교습소,서울특별시 동작구 상도로30길 40,/ 217호 (상도동/ 상도2차 두산위브트레지움 아파트),입시.검정 및 보습,보통교과,초등국어,보습,18,6,초등국어:100000/ 중등국어:180000/ 고등국어:220000,Y,N,6964,개원,2017-02-15,2017-02-15,2021-10-17
동작구,학원,3000028429,경단기4관고시학원,서울특별시 동작구 노량진로 116,/ 5~6층 (노량진동),인문사회(대),인문사회(중),성인고시/,성인고시,13400,194,,Y,N,6928,개원,2017-02-28,2017-02-28,2021-10-17
동작구,학원,3000028622,챌린지잉글리시(ChallengeENGLISH)영어학원,서울특별시 동작구 사당로 243,/ 2층 (사당동),입시.검정 및 보습,보통교과,보습/보습·논술/,보습,320,75,,Y,N,7005,개원,2017-03-13,2017-03-13,2021-10-17
동작구,학원,3000028624,어반브레인독서실,서울특별시 동작구 현충로 114-1,/ 2~3층/ 4층일부 (흑석동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),642,107,,Y,N,6979,개원,2017-03-20,2017-03-20,2021-11-07
동작구,교습소,3000028729,뮤엠영어보라매어바인영어교습소,서울특별시 동작구 여의대방로10길 59,/ 204호 (신대방동/ 보라매파크빌아파트상가),국제화,외국어,레벨1,실용외국어(유아/초·중·고),50,5,,Y,N,7063,개원,2017-03-31,2017-03-31,2021-10-17
동작구,교습소,3000028740,코칭앤크리닉수학교습소,서울특별시 동작구 상도로15길 7,/ 1층 일부 (상도동),입시.검정 및 보습,보통교과,초등수학,보습,20,5,,Y,N,6952,개원,2017-04-03,2017-04-03,2021-10-17
동작구,학원,3000028767,예얼뷰티미용학원,서울특별시 동작구 상도로 382,/ 2~3층 (상도동),직업기술,산업응용기술,이·미용/,이·미용,280,65,,Y,N,7040,개원,2017-03-29,2017-03-29,2021-10-17
동작구,학원,3000028768,라포즈발레학원,서울특별시 동작구 상도로56길 6,/ 2~3층 (상도동),예능(대),예능(중),무용/,무용,620,124,,Y,N,7039,개원,2017-03-29,2017-03-29,2021-10-17
동작구,학원,3000028770,키노연기뮤지컬학원,서울특별시 동작구 남부순환로 2055,/ 202호 (사당동),기타(대),기타(중),연극/,연극,39,60,,Y,N,7024,개원,2017-04-04,2017-04-04,2021-10-17
동작구,교습소,3000028822,스튜디오비미술교습소,서울특별시 동작구 알마타길 37,/ 103호 (대방동/ 대방1차e-편한세상),예능(대),예능(중),미술1,미술,27,9,,Y,N,6939,개원,2017-04-04,2017-04-04,2021-10-17
동작구,학원,3000028836,힘센수학학원,서울특별시 동작구 양녕로 268,/ 3층 (상도1동),입시.검정 및 보습,보통교과,보습/,보습,100,77,,Y,N,6968,개원,2017-04-05,2017-04-05,2021-10-17
동작구,학원,3000028850,서울도배학원,서울특별시 동작구 장승배기로19길 16,/ 2층 (노량진동),직업기술,산업서비스,도배/,도배,200,25,,Y,N,6935,개원,2017-04-13,2017-04-13,2021-10-17
동작구,교습소,3000028949,윤수학교습소,서울특별시 동작구 국사봉길 93,/ 1층 일부 (상도동),입시.검정 및 보습,보통교과,초등수학,보습,9,3,초등수학:120000/ 중등수학:220000/ 고등수학:320000,Y,N,7043,개원,2017-05-01,2017-05-01,2021-10-17
동작구,교습소,3000029027,한수학교습소,서울특별시 동작구 서달로 150,/ 215호 (흑석동/ 이랜드해가든),입시.검정 및 보습,보통교과,초등수학,보습,15,5,초등수학:175000/ 중등수학:270000/ 고등수학:400000,Y,N,6980,개원,2017-05-11,2017-05-11,2021-10-17
동작구,교습소,3000029048,와이앤케이생각소리논술교습소,서울특별시 동작구 장승배기로 10-1,/ 1층 (상도동),입시.검정 및 보습,보통교과,논술1,보습·논술,40,8,,Y,N,6967,개원,2017-05-15,2017-05-15,2021-10-17
동작구,학원,3000029088,참누리이(e)해법셀파학원,서울특별시 동작구 등용로 127,/ 301호 일부 (대방동/ 대방동현대아파트),입시.검정 및 보습,보통교과,보습/,보습,700,70,,Y,N,6940,개원,2017-05-25,2017-05-25,2021-10-17
동작구,학원,3000029157,바르무용학원,서울특별시 동작구 상도로 192,/ 3층 우측 (상도동),예능(대),예능(중),무용/,무용,423,47,,Y,N,6963,개원,2017-06-02,2017-06-02,2021-10-17
동작구,학원,3000029250,상도코코스터디독서실,서울특별시 동작구 상도로30길 72,/ 2층 (상도동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),199,101,,Y,N,6965,개원,2017-06-14,2017-06-19,2021-10-17
동작구,학원,3000029312,은혜스터디뱅크독서실,서울특별시 동작구 사당로23길 137,/ 202~205호 (사당동/ 대림아파트상가B동),독서실,독서실,독서실(유아/초·중·고)/,독서실(유아/초·중·고),450,75,,Y,N,7005,개원,2017-06-27,2017-06-27,2021-10-17
동작구,학원,3000029339,와이비엠잉글루영어학원,서울특별시 동작구 사당로2차길 2,/ 2층 (사당동),입시.검정 및 보습,보통교과,보습/,보습,60,70,,Y,N,7030,개원,2017-06-26,2017-06-26,2021-10-17
동작구,학원,3000029345,미래탐구2관학원,서울특별시 동작구 상도로 40,/ 2층 (대방동),입시.검정 및 보습,보통교과,보습/입시·논술/,입시·논술,336,107,,Y,N,7055,개원,2017-06-30,2017-06-30,2021-10-17
동작구,교습소,3000029451,신줄리어드음악교습소,서울특별시 동작구 여의대방로 30,/ 현대아파트상가 A동 304/ 305호 (신대방동),예능(대),예능(중),피아노(바이엘),음악,30,5,피아노(바이엘):130000/ 체르니100:140000/ 체르니30:150000/ 체르니40:160000/ 바이올린:150000/ 플룻:150000,Y,N,7064,개원,2017-07-14,2017-07-14,2021-10-17
동작구,교습소,3000029480,최진옥수학교습소,서울특별시 동작구 노량진로 40,/ 현대종합상가 가동 205호 (대방동),입시.검정 및 보습,보통교과,초등수학1,보습,44,4,,Y,N,6940,개원,2017-07-19,2017-07-19,2021-10-17
